species,sp,subspecies,description_citation,genus,group,subfamily,common_name,max_length_mm,length_measure,mass_g,phylo,dist_map,occ_recs,diet_recs,countries,notes,citations
Protobothrops_xiangchengensis,Pxian,,"Zhao, Jiang & Huang 1978",Protobothrops,OW_Crotalinae,Crotalinae,"Szechwan Pit Viper, Kham plateau pitviper; Chinese: 乡城原矛头蝮",889,TL,370.09,,roll,,,China; Laos; Myanmar; Vietnam,,
Pseudocerastes_fieldi,Pfiel,,Schmidt 1930,Pseudocerastes,Viperinae,Viperinae,Field's Horned Viper,890,TL,371.3,,roll,,,Egypt; Iran; Iraq; Israel; Jordan; Saudi Arabia; Syria; West Bank,,
Pseudocerastes_persicus,Ppers,,"Duméril, Bibron & Duméril 1854",Pseudocerastes,Viperinae,Viperinae,Persian Horned Viper; German: Persische Trughornviper,1080,TL,652.02,,roll,,,Afghanistan; Iran; Iraq; Oman; Pakistan; Turkmenistan; United Arab Emirates,,
Pseudocerastes_urarachnoides,Purar,,"Bostanchi, Anderson, Kami & Papenfuss 2006",Pseudocerastes,Viperinae,Viperinae,Iranian spider viper; German: Spinnenschwanzviper,530,TL,82.16,,roll,,,Iran; Iraq,,
Sistrurus_catenatus,Scate,,Rafinesque 1818,Sistrurus,NW_Crotalinae,Crotalinae,"Massasauga, catenatus: Eastern Massasauga; German: Massasauga, Ketten-Klapperschlange; German: Wüsten-Massasauga [edwardsi]",1030,TL,568.01,,X,,,Canada; United States of America,,
Sistrurus_miliarius,Smili,Sistrurus miliarius barbouri (Gloyd 1935); Sistrurus miliarius miliarius (Linnaeus 1766); Sistrurus miliarius streckeri (Gloyd 1935),Linnaeus 1766,Sistrurus,NW_Crotalinae,Crotalinae,"Pigmy Rattlesnake, barbouri: Dusky Pigmy Rattlesnake, miliarius: Carolina Pigmy Rattlesnake, streckeri: Western Pigmy Rattlesnake; German: Zwergklapperschlange",803,TL,275.25,,X,,,United States of America,,
Sistrurus_tergeminus,Sterg,Sistrurus tergeminus edwardsii (Baird & Girard 1853); Sistrurus tergeminus tergeminus (Say 1823),Say 1823,Sistrurus,NW_Crotalinae,Crotalinae,"Desert Massasauga [edwardsi], Western Massasauga, Prairie Massasauga [tergeminus]; German: Wüsten-Massasauga [edwardsi]; German: Prairie-Massasauga [tergeminus]",1030,TL,568.01,,X,,,Mexico; United States of America,,
Trimeresurus_albolabris,Talbo,,Gray 1842,Trimeresurus,OW_Crotalinae,Crotalinae,"White-lipped Tree Viper, White-lipped pitviper; German: Weisslippen-Bambusotter; Chinese: 白唇竹叶青蛇",1000,TL,521.19,,roll,,,Bangladesh; Bhutan; Cambodia; China; Hong Kong S.A.R.; India; Indonesia; Laos; Macau S.A.R; Malaysia; Myanmar; Taiwan; Thailand; Vietnam,,
Trimeresurus_andalasensis,Tanda,,"David, Vogel, Vijayakumar & Vidal 2006",Trimeresurus,OW_Crotalinae,Crotalinae,,809,TL,281.27,,roll,,,Indonesia,,
Trimeresurus_andersonii,Tande,,Theobald 1868,Trimeresurus,OW_Crotalinae,Crotalinae,"Anderson’s pitviper, Andaman pitviper",1100,TL,687.79,,roll,,,India,,
Trimeresurus_arunachalensis,Tarun,,"Captain, Deepak, Pandit, Bhatt & Athreya 2019",Trimeresurus,OW_Crotalinae,Crotalinae,Arunachal pitviper,,,,,,,,,,
Trimeresurus_borneensis,Tborn,,Peters 1872,Trimeresurus,OW_Crotalinae,Crotalinae,Borneo Pit Viper; German: Borneo-Bambusotter,874,TL,352.21,,roll,,,Brunei; Indonesia; Malaysia,,
Trimeresurus_brongersmai,Tbron,,Hoge 1969,Trimeresurus,OW_Crotalinae,Crotalinae,Brongersma's Pit Viper,410,TL,38.92,,roll,,,Indonesia,,
Trimeresurus_cantori,Tcant,,Blyth 1846,Trimeresurus,OW_Crotalinae,Crotalinae,Cantor's Pit Viper,1232,TL,956.48,,roll,,,India,,
Trimeresurus_cardamomensis,Tcard,,"Malhotra, Thorpe, Mrinalini & Stuart 2011",Trimeresurus,OW_Crotalinae,Crotalinae,Cardamom Mountains Green Pitviper,536,SVL,120.48,,roll,,,Cambodia; Thailand; Vietnam,,
Trimeresurus_erythrurus,Teryt,,Cantor 1839,Trimeresurus,OW_Crotalinae,Crotalinae,Redtail (bamboo) Pit Viper,1050,TL,600.7,,roll,,,Bangladesh; Bhutan; China; India; Myanmar; Nepal,,
Trimeresurus_fasciatus,Tfasc,,Boulenger 1896,Trimeresurus,OW_Crotalinae,Crotalinae,Banded Pit Viper,509,TL,73.04,,roll,,,Indonesia,,
Trimeresurus_flavomaculatus,Tflav,,Gray 1842,Trimeresurus,OW_Crotalinae,Crotalinae,Philippine pitviper,1100,TL,687.79,,roll,,,Philippines,,
Trimeresurus_gracilis,Tgrac,,Oshima 1920,Trimeresurus,OW_Crotalinae,Crotalinae,Kikuchi Habu,479,TL,61.2,,roll,,,Taiwan,,
Trimeresurus_gramineus,Tgram,,Shaw 1802,Trimeresurus,OW_Crotalinae,Crotalinae,"Common Bamboo Viper; German: Grüne Bambusotter, Gewöhnliche Bambusotter",1135,TL,753.42,,roll,,,India,,
Trimeresurus_gumprechti,Tgump,,"David, Vogel, Pauwels & Vidal 2002",Trimeresurus,OW_Crotalinae,Crotalinae,Gumprecht’s green pitviper; Chinese: 冈氏竹叶青蛇,1280,TL,1069.01,,roll,,,China; Laos; Myanmar; Thailand; Vietnam,,
Trimeresurus_gunaleni,Tguna,,"Vogel, David & Sidik 2014",Trimeresurus,OW_Crotalinae,Crotalinae,"Gunalen’s Pitviper, Bahasa Indonesia: Ular Hijau Gunung, Karo: Nipe Ratah, Padang (Minang): Ular Ijo Babiso, French: Trimérésure de Gunalen; German: Gunalen’s Grubenotter",1170,TL,823.04,,,,,,,
Trimeresurus_hageni,Thage,,Lidth De Jeude 1886,Trimeresurus,OW_Crotalinae,Crotalinae,"Indonesian Pit Viper, Hagen’s (green) pitviper; German: Hagens Bambusotter",1300,TL,1118.34,,roll,,,Indonesia; Malaysia; Thailand,,
Trimeresurus_honsonensis,Thons,,"Grismer, Ngo & Grismer 2008",Trimeresurus,OW_Crotalinae,Crotalinae,,648,TL,147.46,,roll,,,Vietnam,,
Trimeresurus_insularis,Tinsu,,Kramer 1977,Trimeresurus,OW_Crotalinae,Crotalinae,White-lipped island pitviper,930,TL,421.97,,roll,,,East Timor; Indonesia,,
Trimeresurus_kanburiensis,Tkanb,,Smith 1943,Trimeresurus,OW_Crotalinae,Crotalinae,Kanburi Pit Viper; German: Kanburi Bambusotter,667,TL,160.4,,roll,,,Myanmar; Thailand,,
Trimeresurus_labialis,Tlabi,,Steindachner 1867,Trimeresurus,OW_Crotalinae,Crotalinae,"Island Pit Viper, Nicobar bamboo pitviper",440,TL,47.8,,roll,,,India,,
Trimeresurus_macrolepis,Tmacrol,,Beddome 1862,Trimeresurus,OW_Crotalinae,Crotalinae,Large-scaled Pit Viper,580,TL,106.8,,roll,,,India,,
Trimeresurus_macrops,Tmacrop,,Kramer 1977,Trimeresurus,OW_Crotalinae,Crotalinae,"Kramer's Pit Viper, large-eyed pitviper, Big-Eyed Green Pit Viper; German: Grossaugen-Bambusotter",720,TL,200.37,,roll,,,Cambodia; Laos; Thailand; Vietnam,,
Trimeresurus_malabaricus,Tmala,,Jerdon 1854,Trimeresurus,OW_Crotalinae,Crotalinae,Malabarian Pit Viper,1050,TL,600.7,,roll,,,India,,
Trimeresurus_malcolmi,Tmalc,,Loveridge 1938,Trimeresurus,OW_Crotalinae,Crotalinae,Malcolm’s pitviper; German: Kinabalu-Bambusotter,1330,TL,1195.11,,roll,,,Brunei; Indonesia; Malaysia,,
Trimeresurus_mcgregori,Tmcgr,,Taylor 1919,Trimeresurus,OW_Crotalinae,Crotalinae,"McGregor's pitviper, McGregor's Tree Viper; German: Batanes-Bambusotter",967,TL,472.71,,roll,,,Philippines,,
Trimeresurus_medoensis,Tmedo,,Zhao 1977,Trimeresurus,OW_Crotalinae,Crotalinae,"Green Bamboo Leaf Pit Viper, Motuo bamboo pitviper; Chinese: 墨脱竹叶青蛇",677,TL,167.5,,roll,,,China; India; Myanmar,,
Trimeresurus_mutabilis,Tmuta,,Stoliczka 1870,Trimeresurus,OW_Crotalinae,Crotalinae,"Central Nicobar Pit Viper, Central Nicobar bamboo pitviper",510,TL,73.46,,roll,,,India,,
Trimeresurus_nebularis,Tnebu,,"Vogel, David & Pauwels 2004",Trimeresurus,OW_Crotalinae,Crotalinae,"Cameron Highlands pitviper, Clouded Pit viper",1002,TL,524.23,,roll,,,Malaysia,,
Trimeresurus_phuketensis,Tphuk,,"Sumontha, Kunya, Pauwels, Nitikul & Punnadee 2011",Trimeresurus,OW_Crotalinae,Crotalinae,"Phuket Pitviper, Thai: Ngoo Kheeow Hang Mai Phuket, F: Triméré- sure de Phuket; German: Phuket Bambusotter",748.8,TL,224.6,,roll,,,Thailand,,
Trimeresurus_popeiorum,Tpope,,Smith 1937,Trimeresurus,OW_Crotalinae,Crotalinae,"Pope’s Tree Viper, Pope's Bamboo Pit Viper, Pope’s Green Pit Viper; German: Popes Bambusotter, Popes Lanzenotter; Chinese: 坡普竹叶青蛇",1050,TL,600.7,,roll,,,Bangladesh; Bhutan; China; India; Laos; Myanmar; Thailand,,
Trimeresurus_puniceus,Tpuni,,Boie 1827,Trimeresurus,OW_Crotalinae,Crotalinae,"Ashy Pit Viper, Flat-nosed pitviper",860,TL,336.04,,roll,,,Indonesia,,
Trimeresurus_purpureomaculatus,Tpurp,,Gray 1832,Trimeresurus,OW_Crotalinae,Crotalinae,"Shore Pit Viper, Mangrove Viper; German: Mangrovenotter",1050,TL,600.7,,roll,,,Indonesia; Malaysia; Myanmar; Thailand,,
Trimeresurus_rubeus,Trube,,"Malhotra, Thorpe, Mrinalini & Stuart 2011",Trimeresurus,OW_Crotalinae,Crotalinae,Ruby-eyed Green Pitviper,505,SVL,102.86,,roll,,,Cambodia; Vietnam,,
Trimeresurus_sabahi,Tsaba,"Trimeresurus sabahi barati (Regenass & Kramer 1981); Trimeresurus sabahi buniana (Grismer, Grismer & McGuire 2006); Trimeresurus sabahi fucatus (Vogel, David, and Pauwels 2004); Trimeresurus sabahi sabahi (Regenass & Kramer 1981); Trimeresurus sabahi toba (David et al. 2009)",Regenass & Kramer 1981,Trimeresurus,OW_Crotalinae,Crotalinae,"Sabah Bamboo pitviper, Toba pitviper [toba], The Fairy Pitviper [buniana], Barat Bamboo pitviper [barati], Siamese Peninsula pitviper [fucatus]",810,TL,282.29,,roll,,,Indonesia; Malaysia; Myanmar; Singapore; Thailand,,
Trimeresurus_schultzei,Tschu,,Griffin 1909,Trimeresurus,OW_Crotalinae,Crotalinae,Schultze's Pit Viper,1300,TL,1118.34,,roll,,,Philippines,,
Trimeresurus_septentrionalis,Tsept,,Kramer 1977,Trimeresurus,OW_Crotalinae,Crotalinae,"Nepal pitviper, Himalayan White-lipped Pitviper; German: Nepal-Bambusotter",730,TL,208.58,,roll,,,China; Nepal,,
Trimeresurus_sichuanensis,Tsich,,Guo & Wang 2011,Trimeresurus,OW_Crotalinae,Crotalinae,Sichuan pitviper; Chinese: 四川华蝮,1220,TL,929.62,,roll,,,China,,
Trimeresurus_stejnegeri,Tstej,Trimeresurus stejnegeri chenbihuii (Zhao 1995); Trimeresurus stejnegeri stejnegeri (Schmidt 1925),Schmidt 1925,Trimeresurus,OW_Crotalinae,Crotalinae,"Chinese Green Tree Viper, Stejneger’s Bamboo pitviper, chenbihuii: Chen’s Bamboo pitviper; German: Stejnegers Bambusotter, Chinesische Bambusotter; Chinese: 福建竹叶青蛇",1045,TL,592.42,,roll,,,Bhutan; Cambodia; China; Hong Kong S.A.R.; India; Laos; Macau S.A.R; Myanmar; Taiwan; Thailand; Vietnam,,
Trimeresurus_strigatus,Tstri,,Gray 1842,Trimeresurus,OW_Crotalinae,Crotalinae,Horseshoe (pit-) viper,480,TL,61.58,,roll,,,India,,
Trimeresurus_sumatranus,Tsuma,,Raffles 1822,Trimeresurus,OW_Crotalinae,Crotalinae,Sumatra Pit Viper; German: Sumatra-Bambusotter,1600,TL,2046.39,,roll,,,Brunei; Indonesia; Malaysia; Philippines; Singapore; Thailand,,
Trimeresurus_tibetanus,Ttibe,,Huang 1982,Trimeresurus,OW_Crotalinae,Crotalinae,Tibetan Pit Viper; Chinese: 西藏竹叶青蛇,722,TL,202,,roll,,,China; Nepal,,
Trimeresurus_trigonocephalus,Ttrig,,Latreille 1801,Trimeresurus,OW_Crotalinae,Crotalinae,"Ceylon Pit Viper, Sri Lankan Green pitviper; German: Ceylon-Lanzenotter",1200,TL,885.97,,roll,,,Sri Lanka,,
Trimeresurus_truongsonensis,Ttruo,,"Orlov, Ryabov, Thanh & H Cuc 2004",Trimeresurus,OW_Crotalinae,Crotalinae,Quang Binh pitviper; German: Quang Binh-Bambusotter,642,TL,143.52,,roll,,,Laos; Vietnam,,
Trimeresurus_venustus,Tvenu,,Vogel 1991,Trimeresurus,OW_Crotalinae,Crotalinae,"Beautiful pitviper, Brown-spotted Pit Viper; German: Schöne Bambusotter",680,TL,169.67,,roll,,,Malaysia; Thailand,,
Trimeresurus_vogeli,Tvoge,,"David, Vidal & Pauwels 2001",Trimeresurus,OW_Crotalinae,Crotalinae,Vogel’s Pit Viper,1300,TL,1118.34,,roll,,,Cambodia; Laos; Thailand; Vietnam,,
Trimeresurus_wiroti,Twiro,,Trutnau 1981,Trimeresurus,OW_Crotalinae,Crotalinae,Wirot’s Pit Viper; German: Wirot-Bambusotter,889,TL,370.09,,roll,,,Malaysia; Myanmar; Thailand,,
Trimeresurus_yingjiangensis,Tying,,"Chen, Zhang, Shi, Tang, Guo, Song & Ding 2019",Trimeresurus,OW_Crotalinae,Crotalinae,Yingjiang green pitviper; Chinese: Yíng jiāng zhú yè qīng (盈江竹叶青),,,,,,,,,,
Trimeresurus_yunnanensis,Tyunn,,Schmidt 1925,Trimeresurus,OW_Crotalinae,Crotalinae,Yunnan Bamboo pitviper; Chinese: 云南竹叶青蛇,1233,TL,958.74,,roll,,,China,,
Tropidolaemus_huttoni,Thutt,,Smith 1949,Tropidolaemus,OW_Crotalinae,Crotalinae,Hutton’s pitviper,1360,TL,1275.26,,roll,,,India,,
Tropidolaemus_laticinctus,Tlati,,"Kuch, Gumprecht & Melaun 2007",Tropidolaemus,OW_Crotalinae,Crotalinae,Broad-banded Temple Pitviper,1300,TL,1118.34,,roll,,,Indonesia,,
Tropidolaemus_philippensis,Tphil,,Gray 1842,Tropidolaemus,OW_Crotalinae,Crotalinae,South Philippine temple pitviper; German: Südphilippinische Tempelviper,455,TL,52.7,,roll,,,Philippines,,
Tropidolaemus_subannulatus,Tsuba,,Gray 1842,Tropidolaemus,OW_Crotalinae,Crotalinae,North Philippine temple pitviper; German: Philippinische Tempelviper,963,TL,467.04,,roll,,,Brunei; Indonesia; Malaysia; Philippines,,
Tropidolaemus_wagleri,Twagl,,Boie 1827,Tropidolaemus,OW_Crotalinae,Crotalinae,"Wagler's Palm Viper, Wagler's Pit Viper, Temple pitviper; German: Waglers Bambusotter",920,TL,408.91,,roll,,,Indonesia; Malaysia; Singapore; Thailand; Vietnam,,
Vipera_altaica,Valta,,"Tuniyev, Nilson & Andrén 2010",Vipera,Viperinae,Viperinae,,363,TL,27.31,,roll,,,Kazakhstan,,
Vipera_ammodytes,Vammo,Vipera ammodytes ammodytes (Linnaeus 1758); Vipera ammodytes meridionalis (Boulenger 1903); Vipera ammodytes montandoni (Boulenger 1904),Linnaeus 1758,Vipera,Viperinae,Viperinae,"Nose-horned Viper, Sand Viper; German: Europäische Hornotter, Europäische Sandotter, Croatian: poskok",1100,TL,687.79,,roll,,,Albania; Armenia; Austria; Azerbaijan; Bosnia and Herzegovina; Bulgaria; Croatia; Georgia; Germany; Greece; Hungary; Italy; Kosovo; Macedonia; Moldova; Montenegro; Republic of Serbia; Romania; Russia; Slovenia; Turkey; Ukraine,,
Vipera_anatolica,Vanat,Vipera anatolica anatolica (Eiselt & Baran 1970); Vipera anatolica senliki (Göçmen et al. 2017),Eiselt & Baran 1970,Vipera,Viperinae,Viperinae,Anatolian Meadow Viper; German: Anatolische Wiesenotter,450,TL,51.03,,roll,,,Turkey,,
Vipera_aspis,Vaspi,Vipera aspis aspis (Linnaeus 1758); Vipera aspis atra (Meisner 1820); Vipera aspis francisciredi (Laurenti 1768); Vipera aspis hugyi (Schinz 1833); Vipera aspis zinnikeri (Kramer 1958),Linnaeus 1758,Vipera,Viperinae,Viperinae,Asp Viper; German: Aspisviper,850,TL,324.79,,roll,,,Andorra; Croatia; France; Germany; Italy; Monaco; San Marino; Slovenia; Spain; Switzerland; Vatican,,
Vipera_barani,Vbara,,Böhme & Joger 1983,Vipera,Viperinae,Viperinae,Turkish Viper; German: Barans Otter,590,TL,112.25,,roll,,,Turkey,,
Vipera_berus,Vberu,Vipera berus berus (Linnaeus 1758); Vipera berus bosniensis (Boettger 1889); Vipera berus sachalinensis (Tzarevsky 1917),Linnaeus 1758,Vipera,Viperinae,Viperinae,"Adder, Northern Viper; German: Kreuzotter, Nikolsky's Viper [nikolskii]; German: Waldsteppen-Otter [nikolskii], Croatian: riđovka, Russian: Обыкновенная гадюка; Chinese: 极北蝰",752,TL,227.4,,roll,,,Aland; Albania; Austria; Belarus; Belgium; Bosnia and Herzegovina; Bulgaria; China; Croatia; Czech Republic; Denmark; Estonia; Finland; France; Germany; Greece; Hungary; Italy; Kazakhstan; Kosovo; Latvia; Liechtenstein; Lithuania; Luxembourg; Macedonia; Moldova; Mongolia; Montenegro; Netherlands; North Korea; Norway; Poland; Republic of Serbia; Romania; Russia; Slovakia; Slovenia; South Korea; Sweden; Switzerland; Turkey; Ukraine; United Kingdom,,
Vipera_darevskii,Vdare,"Vipera darevskii darevskii (Vedmederja, Orlov & Tuniyev 1986); Vipera darevskii kumlutasi (Tuniyev et al. 2018); Vipera darevskii uzumorum (Tuniyev et al. 2018)","Vedmederja, Orlov & Tuniyev 1986",Vipera,Viperinae,Viperinae,"Darevsky's Viper; German: Darevski-Kreuzotter, Darevsky's Kaukasusotter",420,TL,41.75,,roll,,,Armenia; Georgia; Turkey,,
Vipera_dinniki,Vdinn,,Nikolsky 1913,Vipera,Viperinae,Viperinae,"Dinnik's Viper; German: Westkaukasische-Kreuzotter, Dinnikis Kaukasusotter, Russian: Гадюка Динника",590,TL,112.25,,roll,,,Azerbaijan; Georgia; Russia,,
Vipera_eriwanensis,Veriw,Vipera eriwanensis eriwanensis (Reuss 1933); Vipera eriwanensis ebneri (Knoepffler & Sochurek 1955),Reuss 1933,Vipera,Viperinae,Viperinae,,510,TL,73.46,,roll,,,Armenia; Azerbaijan; Georgia; Iran; Turkey,,
Vipera_graeca,Vgrae,,Nilson & Andrén 1988,Vipera,Viperinae,Viperinae,Greek Meadow Viper; German: Griechische Wiesenotter,,,,,,,,,,
Vipera_kaznakovi,Vkazn,,Nikolsky 1909,Vipera,Viperinae,Viperinae,"Caucasus Viper; German: Kaukasusotter, Russian: Кавказская гадюка, или Гадюка Казнакова",700,TL,184.6,,roll,,,Georgia; Russia; Turkey,,
Vipera_latastei,Vlata,Vipera latastei latastei (Bosca 1878); Vipera latastei gaditana (Saint Girons 1977),Bosca 1878,Vipera,Viperinae,Viperinae,Lataste’s Viper; German: Stülpnasenotter,720,TL,200.37,,roll,,,Algeria; Gibraltar; Morocco; Portugal; Spain,,
Vipera_lotievi,Vloti,,"Nilson, Tuniyev, Orlov, Hoggren & Andren 1995",Vipera,Viperinae,Viperinae,"Lotiev’s viper; German: Lotievs Otter, Russian: Гадюка Лотиева",600,TL,117.87,,roll,,,Georgia; Russia,,
Vipera_magnifica,Vmagn,,Tuniyev & Ostrovskikh 2001,Vipera,Viperinae,Viperinae,Russian: Великолепная гадюка,500,TL,69.34,,roll,,,Russia,,
Vipera_monticola,Vmont,,Saint Girons 1953,Vipera,Viperinae,Viperinae,Mountain Viper,400,TL,36.22,,roll,,,Morocco,,
Vipera_nikolskii,Vniko,,"Vedmederya, Grubant & Rudajewa 1986",Vipera,Viperinae,Viperinae,"Adder, Northern Viper; German: Kreuzotter, Nikolsky's Viper [nikolskii]; German: Waldsteppen-Otter [nikolskii], Croatian: riđovka, Russian: Обыкновенная гадюка",,,,,,,,,,
Vipera_olguni,Volgu,,"Tuniyev, Avci, Tuniyev, Agasian & Agasian 2012",Vipera,Viperinae,Viperinae,,496,TL,67.74,,,,,,,
Vipera_orlovi,Vorlo,,Tuniyev & Ostrovskikh 2001,Vipera,Viperinae,Viperinae,Russian: Гадюка Орлова,650,TL,148.79,,roll,,,Russia,,
Vipera_pontica,Vpont,,"Billing, Nilson & Sattler 1990",Vipera,Viperinae,Viperinae,Black Sea Viper; German: Ponitsche Viper,600,TL,117.87,,roll,,,Turkey,,
Vipera_renardi,Vrena,"Vipera renardi renardi (Christoph 1861); Vipera renardi bashkirovi (Garanin, Pavlov, & Bakiev in Bakiev et al. 2004); Vipera renardi parursinii (Nilson & Andrén 2001); Vipera renardi puzanovi (Kukuskin 2009); Vipera renardi tienshanica (Nilson & Andrén 2001)",Christoph 1861,Vipera,Viperinae,Viperinae,"Steppe Viper; German: Steppenotter, Russian: Степная гадюка; Chinese: 东方蝰",710,TL,192.38,,roll,,,Afghanistan; Azerbaijan; Baykonur Cosmodrome; China; Kazakhstan; Kyrgyzstan; Moldova; Mongolia; Romania; Russia; Tajikistan; Ukraine; Uzbekistan,,
Vipera_sakoi,Vsako,,"Tuniyev, Avci, Tuniyev, Ilgaz, Olgun, Petrova, Bodrov, Geniez & Teynié 2018",Vipera,Viperinae,Viperinae,Sako’s Viper,,,,,,,,Portugal; Spain,,
Vipera_seoanei,Vseoa,Vipera seoanei seoanei (Lataste 1879); Vipera seoanei cantabrica (Braña & Bas 1983),Lataste 1879,Vipera,Viperinae,Viperinae,Portugese Viper; German: Nordiberische Kreuzotter,700,TL,184.6,,roll,,,France; Portugal; Spain,,
Vipera_shemakhensis,Vshem,,"Tuniyev, Orlov, Tuniyev & Kidov 2013",Vipera,Viperinae,Viperinae,,173,TL,3.16,,roll,,,Azerbaijan,,
Vipera_transcaucasiana,Vtran,,Boulenger 1913,Vipera,Viperinae,Viperinae,,700,TL,184.6,,roll,,,Azerbaijan; Georgia; Turkey,,
Vipera_ursinii,Vursi,"Vipera ursinii macrops (Méhely 1911); Vipera ursinii moldavica (Nilson, Andrén, and Joger 1993); Vipera ursinii rakosiensis (Méhely 1893); Vipera ursinii ursinii (Bonaparte 1835)",Bonaparte 1835,Vipera,Viperinae,Viperinae,"Meadow Viper, Orsinis Viper; German: Wiesenotter, rakosiensis: Ungarische Wiesenotter, Croatian: planinski žutokrug",600,TL,117.87,,roll,,,Albania; Armenia; Austria; Azerbaijan; Baykonur Cosmodrome; Belarus; Bosnia and Herzegovina; Bulgaria; China; Croatia; France; Georgia; Greece; Hungary; Iran; Italy; Kazakhstan; Kosovo; Kyrgyzstan; Macedonia; Moldova; Mongolia; Montenegro; Republic of Serbia; Romania; Russia; Tajikistan; Turkey; Ukraine; Uzbekistan,,
Vipera_walser,Vwals,,"Ghielmi, Menegon, Marsden, Laddaga & Ursenbacher 2016",Vipera,Viperinae,Viperinae,German: Piemont-Viper,,,,,,,,,,